alpha,beta,gamma,h,mag,mf_init,ms_init,mu,rat,w_opt,wf_init,ws_init,xi
1.0,0.3312,3.78514285714e-06,0.324434265652,0.01,60,410,0.023,0.01,1000.0,125,855,0.0
1.0,0.831936786116,9.50784898418e-06,0.318167688357,0.0251188643151,30,427,0.023,0.01,1000.0,64,915,0.0
1.0,2.08973072492,2.38826368562e-05,0.293743538518,0.063095734448,15,392,0.023,0.01,1000.0,35,943,0.0
1.0,5.24916625343,5.99904714678e-05,0.276971940666,0.158489319246,9,366,0.023,0.01,1000.0,23,955,0.0
1.0,13.1853094887,0.0001506892513,0.314253475499,0.398107170553,9,439,0.023,0.01,1000.0,19,959,0.0
1.0,33.12,0.000378514285714,0.310157653232,1.0,8,433,0.023,0.01,1000.0,17,961,0.0
1.0,83.1936786116,0.000950784898418,0.299411580128,2.51188643151,7,411,0.023,0.01,1000.0,16,962,0.0
1.0,208.973072492,0.00238826368562,0.313587672973,6.3095734448,7,440,0.023,0.01,1000.0,16,962,0.0
1.0,524.916625343,0.00599904714678,0.319193112118,15.8489319246,7,451,0.023,0.01,1000.0,16,962,0.0
1.0,1318.53094887,0.01506892513,0.321262382789,39.8107170553,8,455,0.023,0.01,1000.0,16,962,0.0
1.0,3312.0,0.0378514285714,0.322080071013,100.0,8,457,0.023,0.01,1000.0,16,962,0.0
1.0,0.3312,9.50784898418e-06,0.296829585996,0.01,60,354,0.023,0.0251188643151,1000.0,142,839,0.0
1.0,0.831936786116,2.38826368562e-05,0.299433267186,0.0251188643151,36,383,0.023,0.0251188643151,1000.0,83,896,0.0
1.0,2.08973072492,5.99904714678e-05,0.301295376189,0.063095734448,25,398,0.023,0.0251188643151,1000.0,57,922,0.0
1.0,5.24916625343,0.0001506892513,0.301932892926,0.158489319246,20,404,0.023,0.0251188643151,1000.0,46,933,0.0
1.0,13.1853094887,0.000378514285714,0.292222610404,0.398107170553,17,387,0.023,0.0251188643151,1000.0,40,938,0.0
1.0,33.12,0.000950784898418,0.308299565862,1.0,18,418,0.023,0.0251188643151,1000.0,39,939,0.0
1.0,83.1936786116,0.00238826368562,0.302934531248,2.51188643151,17,408,0.023,0.0251188643151,1000.0,38,940,0.0
1.0,208.973072492,0.00599904714678,0.308615793881,6.3095734448,17,419,0.023,0.0251188643151,1000.0,38,940,0.0
1.0,524.916625343,0.01506892513,0.291187462734,15.8489319246,15,386,0.023,0.0251188643151,1000.0,37,941,0.0
1.0,1318.53094887,0.0378514285714,0.292070814429,39.8107170553,15,388,0.023,0.0251188643151,1000.0,37,941,0.0
1.0,3312.0,0.0950784898418,0.292378651778,100.0,15,389,0.023,0.0251188643151,1000.0,37,941,0.0
1.0,0.3312,2.38826368562e-05,0.298911041124,0.01,77,341,0.023,0.063095734448,1000.0,182,800,0.0
1.0,0.831936786116,5.99904714678e-05,0.296355528444,0.0251188643151,54,358,0.023,0.063095734448,1000.0,129,851,0.0
1.0,2.08973072492,0.0001506892513,0.2959191616,0.063095734448,44,367,0.023,0.063095734448,1000.0,106,874,0.0
1.0,5.24916625343,0.000378514285714,0.301526632637,0.158489319246,42,382,0.023,0.063095734448,1000.0,97,883,0.0
1.0,13.1853094887,0.000950784898418,0.301032175862,0.398107170553,40,382,0.023,0.063095734448,1000.0,93,887,0.0
1.0,33.12,0.00238826368562,0.297448830046,1.0,38,376,0.023,0.063095734448,1000.0,91,889,0.0
1.0,83.1936786116,0.00599904714678,0.302989888898,2.51188643151,39,386,0.023,0.063095734448,1000.0,91,889,0.0
1.0,208.973072492,0.01506892513,0.296192945278,6.3095734448,38,375,0.023,0.063095734448,1000.0,90,890,0.0
1.0,524.916625343,0.0378514285714,0.297238282937,15.8489319246,38,376,0.023,0.063095734448,1000.0,90,890,0.0
1.0,1318.53094887,0.0950784898418,0.297525594979,39.8107170553,38,377,0.023,0.063095734448,1000.0,90,890,0.0
1.0,3312.0,0.238826368562,0.297724802266,100.0,38,377,0.023,0.063095734448,1000.0,90,890,0.0
1.0,0.3312,5.99904714678e-05,0.297737142546,0.01,113,303,0.023,0.158489319246,1000.0,268,716,0.0
1.0,0.831936786116,0.0001506892513,0.300252861206,0.0251188643151,98,324,0.023,0.158489319246,1000.0,229,754,0.0
1.0,2.08973072492,0.000378514285714,0.300632267987,0.063095734448,91,331,0.023,0.158489319246,1000.0,211,771,0.0
1.0,5.24916625343,0.000950784898418,0.30101495552,0.158489319246,88,335,0.023,0.158489319246,1000.0,204,778,0.0
1.0,13.1853094887,0.00238826368562,0.300642219993,0.398107170553,86,335,0.023,0.158489319246,1000.0,201,781,0.0
1.0,33.12,0.00599904714678,0.301200558173,1.0,86,337,0.023,0.158489319246,1000.0,200,782,0.0
1.0,83.1936786116,0.01506892513,0.298598789089,2.51188643151,85,334,0.023,0.158489319246,1000.0,199,783,0.0
1.0,208.973072492,0.0378514285714,0.299563554678,6.3095734448,85,335,0.023,0.158489319246,1000.0,199,783,0.0
1.0,524.916625343,0.0950784898418,0.300032423877,15.8489319246,85,335,0.023,0.158489319246,1000.0,199,783,0.0
1.0,1318.53094887,0.238826368562,0.300005100401,39.8107170553,85,336,0.023,0.158489319246,1000.0,199,783,0.0
1.0,3312.0,0.599904714678,0.300079358196,100.0,85,336,0.023,0.158489319246,1000.0,199,783,0.0
1.0,0.3312,0.0001506892513,0.299261031669,0.01,181,241,0.023,0.398107170553,1000.0,423,564,0.0
1.0,0.831936786116,0.000378514285714,0.301205508286,0.0251188643151,173,252,0.023,0.398107170553,1000.0,402,585,0.0
1.0,2.08973072492,0.000950784898418,0.298791524661,0.063095734448,167,254,0.023,0.398107170553,1000.0,391,595,0.0
1.0,5.24916625343,0.00238826368562,0.301382729144,0.158489319246,167,258,0.023,0.398107170553,1000.0,388,598,0.0
1.0,13.1853094887,0.00599904714678,0.29996368881,0.398107170553,165,257,0.023,0.398107170553,1000.0,386,600,0.0
1.0,33.12,0.01506892513,0.29871035112,1.0,164,256,0.023,0.398107170553,1000.0,385,601,0.0
1.0,83.1936786116,0.0378514285714,0.29933615126,2.51188643151,165,257,0.023,0.398107170553,1000.0,385,601,0.0
1.0,208.973072492,0.0950784898418,0.299754205437,6.3095734448,165,257,0.023,0.398107170553,1000.0,385,601,0.0
1.0,524.916625343,0.238826368562,0.299920635803,15.8489319246,165,257,0.023,0.398107170553,1000.0,385,601,0.0
1.0,1318.53094887,0.599904714678,0.299986892925,39.8107170553,165,257,0.023,0.398107170553,1000.0,385,601,0.0
1.0,3312.0,1.506892513,0.30001327036,100.0,165,257,0.023,0.398107170553,1000.0,385,601,0.0
1.0,0.3312,0.000378514285714,0.301197884526,0.01,270,157,0.023,1.0,1000.0,627,365,0.0
1.0,0.831936786116,0.000950784898418,0.300639953425,0.0251188643151,266,160,0.023,1.0,1000.0,618,373,0.0
1.0,2.08973072492,0.00238826368562,0.301387590663,0.063095734448,265,162,0.023,1.0,1000.0,615,376,0.0
1.0,5.24916625343,0.00599904714678,0.299213530664,0.158489319246,262,161,0.023,1.0,1000.0,613,378,0.0
1.0,13.1853094887,0.01506892513,0.300617409051,0.398107170553,264,163,0.023,1.0,1000.0,613,378,0.0
1.0,33.12,0.0378514285714,0.30129984074,1.0,265,163,0.023,1.0,1000.0,613,378,0.0
1.0,83.1936786116,0.0950784898418,0.298630382339,2.51188643151,261,161,0.023,1.0,1000.0,612,379,0.0
1.0,208.973072492,0.238826368562,0.298772823393,6.3095734448,261,161,0.023,1.0,1000.0,612,379,0.0
1.0,524.916625343,0.599904714678,0.298829530198,15.8489319246,261,161,0.023,1.0,1000.0,612,379,0.0
1.0,1318.53094887,1.506892513,0.298852105584,39.8107170553,261,161,0.023,1.0,1000.0,612,379,0.0
1.0,3312.0,3.78514285714,0.298861093007,100.0,261,161,0.023,1.0,1000.0,612,379,0.0
1.0,0.3312,0.000950784898418,0.298657189949,0.01,342,82,0.023,2.51188643151,1000.0,803,193,0.0
1.0,0.831936786116,0.00238826368562,0.29809078729,0.0251188643151,340,83,0.023,2.51188643151,1000.0,801,195,0.0
1.0,2.08973072492,0.00599904714678,0.301488582933,0.063095734448,346,84,0.023,2.51188643151,1000.0,801,195,0.0
1.0,5.24916625343,0.01506892513,0.298723300369,0.158489319246,340,83,0.023,2.51188643151,1000.0,799,196,0.0
1.0,13.1853094887,0.0378514285714,0.299076899847,0.398107170553,341,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,33.12,0.0950784898418,0.299385168768,1.0,341,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,83.1936786116,0.238826368562,0.299297120216,2.51188643151,342,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,208.973072492,0.599904714678,0.299345943165,6.3095734448,342,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,524.916625343,1.506892513,0.299365379931,15.8489319246,342,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,1318.53094887,3.78514285714,0.299373117847,39.8107170553,342,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,3312.0,9.50784898418,0.299376198367,100.0,342,84,0.023,2.51188643151,1000.0,799,196,0.0
1.0,0.3312,0.00238826368562,0.298851644555,0.01,388,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,0.831936786116,0.00599904714678,0.302008637935,0.0251188643151,394,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,2.08973072492,0.01506892513,0.303340403056,0.063095734448,396,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,5.24916625343,0.0378514285714,0.303826340583,0.158489319246,397,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,13.1853094887,0.0950784898418,0.304104067946,0.398107170553,397,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,33.12,0.238826368562,0.3042146332,1.0,397,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,83.1936786116,0.599904714678,0.30404647523,2.51188643151,398,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,208.973072492,1.506892513,0.304063986422,6.3095734448,398,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,524.916625343,3.78514285714,0.304070957753,15.8489319246,398,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,1318.53094887,9.50784898418,0.30407373309,39.8107170553,398,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,3312.0,23.8826368562,0.304074837972,100.0,398,38,0.023,6.3095734448,1000.0,910,88,0.0
1.0,0.3312,0.00599904714678,0.302042854058,0.01,417,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,0.831936786116,0.01506892513,0.303290407305,0.0251188643151,419,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,2.08973072492,0.0378514285714,0.303742958338,0.063095734448,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,5.24916625343,0.0950784898418,0.304007262976,0.158489319246,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,13.1853094887,0.238826368562,0.304112484547,0.398107170553,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,33.12,0.599904714678,0.304154374009,1.0,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,83.1936786116,1.506892513,0.304171050504,2.51188643151,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,208.973072492,3.78514285714,0.304177689537,6.3095734448,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,524.916625343,9.50784898418,0.304180332583,15.8489319246,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,1318.53094887,23.8826368562,0.304181384799,39.8107170553,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,3312.0,59.9904714678,0.304181803693,100.0,420,16,0.023,15.8489319246,1000.0,962,37,0.0
1.0,0.3312,0.01506892513,0.306226310019,0.01,435,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,0.831936786116,0.0378514285714,0.306660294532,0.0251188643151,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,2.08973072492,0.0950784898418,0.306917551209,0.063095734448,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,5.24916625343,0.238826368562,0.307019966937,0.158489319246,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,13.1853094887,0.599904714678,0.307060739373,0.398107170553,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,33.12,1.506892513,0.307076971172,1.0,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,83.1936786116,3.78514285714,0.307083433168,2.51188643151,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,208.973072492,9.50784898418,0.307086005735,6.3095734448,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,524.916625343,23.8826368562,0.307087029892,15.8489319246,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,1318.53094887,59.9904714678,0.307087437616,39.8107170553,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,3312.0,150.6892513,0.307087599934,100.0,436,7,0.023,39.8107170553,1000.0,985,15,0.0
1.0,0.3312,0.0378514285714,0.309805933822,0.01,446,3,0.023,100.0,1000.0,994,6,0.0
1.0,0.831936786116,0.0950784898418,0.309846018139,0.0251188643151,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,2.08973072492,0.238826368562,0.309947035279,0.063095734448,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,5.24916625343,0.599904714678,0.309987250926,0.158489319246,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,13.1853094887,1.506892513,0.310003261064,0.398107170553,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,33.12,3.78514285714,0.310009634815,1.0,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,83.1936786116,9.50784898418,0.31001217225,2.51188643151,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,208.973072492,23.8826368562,0.310013182422,6.3095734448,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,524.916625343,59.9904714678,0.310013584578,15.8489319246,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,1318.53094887,150.6892513,0.31001374468,39.8107170553,447,3,0.023,100.0,1000.0,994,6,0.0
1.0,3312.0,378.514285714,0.310013808417,100.0,447,3,0.023,100.0,1000.0,994,6,0.0
