h_init_mean,n_target,xi,beta,gamma,kappa,b,mu,delta,Q,net_rat
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.00031622777,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.001,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.00316227766,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.01,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.0316227766,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.1,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,1.31622776602,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,2.0,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,4.16227766017,1.0
0.3,1000.0,0.0,33.12,0.0378514285714,12.0,1.24165230759e-05,0.023,1.0,11.0,1.0
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.0,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.00001,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.00003162278,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.0001,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.00031622777,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.001,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.00316227766,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.01,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.0316227766,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.1,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,1.31622776602,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,2.0,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,4.16227766017,1.58489319246
0.3,1000.0,0.0,33.12,0.0599904714678,-194.0,1.24165230759e-05,0.023,1.0,11.0,1.58489319246
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.0,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.00001,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.00003162278,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.0001,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.00031622777,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.001,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.00316227766,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.01,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.0316227766,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.1,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,1.31622776602,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,2.0,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,4.16227766017,2.51188643151
0.3,1000.0,0.0,33.12,0.0950784898418,-374.0,1.24165230759e-05,0.023,1.0,11.0,2.51188643151
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.0,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.00001,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.00003162278,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.0001,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.00031622777,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.001,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.00316227766,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.01,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.0316227766,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.1,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,1.31622776602,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,2.0,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,4.16227766017,3.98107170553
0.3,1000.0,0.0,33.12,0.1506892513,-519.0,1.24165230759e-05,0.023,1.0,11.0,3.98107170553
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.0,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.00001,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.00003162278,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.0001,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.00031622777,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.001,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.00316227766,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.01,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.0316227766,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.1,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,1.31622776602,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,2.0,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,4.16227766017,6.3095734448
0.3,1000.0,0.0,33.12,0.238826368562,-627.0,1.24165230759e-05,0.023,1.0,11.0,6.3095734448
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.0,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.00001,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.00003162278,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.0001,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.00031622777,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.001,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.00316227766,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.01,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.0316227766,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.1,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,1.31622776602,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,2.0,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,4.16227766017,10.0
0.3,1000.0,0.0,33.12,0.378514285714,-703.0,1.24165230759e-05,0.023,1.0,11.0,10.0
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.0,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.00001,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.00003162278,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.0001,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.00031622777,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.001,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.00316227766,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.01,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.0316227766,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.1,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,1.31622776602,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,2.0,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,4.16227766017,15.8489319246
0.3,1000.0,0.0,33.12,0.599904714678,-755.0,1.24165230759e-05,0.023,1.0,11.0,15.8489319246
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.0,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.00001,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.00003162278,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.0001,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.00031622777,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.001,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.00316227766,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.01,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.0316227766,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.1,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,1.31622776602,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,2.0,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,4.16227766017,25.1188643151
0.3,1000.0,0.0,33.12,0.950784898418,-790.0,1.24165230759e-05,0.023,1.0,11.0,25.1188643151
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.0,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.00001,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.00003162278,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.0001,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.00031622777,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.001,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.00316227766,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.01,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.0316227766,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.1,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,1.31622776602,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,2.0,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,4.16227766017,39.8107170553
0.3,1000.0,0.0,33.12,1.506892513,-813.0,1.24165230759e-05,0.023,1.0,11.0,39.8107170553
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.0,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.00001,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.00003162278,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.0001,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.00031622777,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.001,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.00316227766,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.01,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.0316227766,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.1,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,1.31622776602,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,2.0,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,4.16227766017,63.095734448
0.3,1000.0,0.0,33.12,2.38826368562,-827.0,1.24165230759e-05,0.023,1.0,11.0,63.095734448
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.0,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.00001,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.00003162278,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.0001,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.00031622777,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.001,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.00316227766,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.01,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.0316227766,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.1,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,1.31622776602,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,2.0,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,4.16227766017,100.0
0.3,1000.0,0.0,33.12,3.78514285714,-836.0,1.24165230759e-05,0.023,1.0,11.0,100.0
